Id,SalePrice
1461,11.7852420088
1462,11.9922529824
1463,12.0759414412
1464,12.1662849936
1465,12.1719852227
1466,12.0722014051
1467,12.0263539828
1468,12.0679945245
1469,12.0381419547
1470,11.7308074763
1471,12.1103273692
1472,11.4124085494
1473,11.4414237652
1474,11.9403768592
1475,11.9059130633
1476,12.9168150494
1477,12.4263013936
1478,12.4423063926
1479,12.4380927752
1480,13.1558854292
1481,12.7293309607
1482,12.2347436895
1483,12.138399585
1484,12.026845223
1485,12.0677589988
1486,12.2194400525
1487,12.7533229424
1488,12.3663439559
1489,12.1997273324
1490,12.3215334056
1491,12.1902567871
1492,11.6789531929
1493,12.0704494563
1494,12.5406691152
1495,12.4921228821
1496,12.4182957461
1497,12.1394348963
1498,12.0332269586
1499,12.0194847285
1500,12.0151382568
1501,12.0393560086
1502,12.0346621446
1503,12.5031617013
1504,12.4046820666
1505,12.2776676751
1506,12.1071027264
1507,12.2933379933
1508,12.1269397219
1509,11.9634433734
1510,11.9165415961
1511,11.9402982121
1512,12.0288751619
1513,11.9690851705
1514,11.9041357545
1515,12.0155498277
1516,11.9232487309
1517,11.9840740957
1518,11.8991141324
1519,12.1769394575
1520,11.8236028607
1521,11.8774829863
1522,11.9994504397
1523,11.8040919772
1524,11.7206072649
1525,11.8148793841
1526,11.7187696148
1527,11.5704712276
1528,11.6780045853
1529,11.8516924494
1530,11.9831765151
1531,11.6873947228
1532,11.3254197593
1533,11.8842250711
1534,11.7981760142
1535,11.92203812
1536,11.5771155832
1537,10.8698592784
1538,12.0906298748
1539,12.0561671614
1540,11.3042697118
1541,11.8765887271
1542,11.8183730065
1543,12.14935714
1544,11.2892635446
1545,11.4588437976
1546,11.8014198449
1547,11.7433696156
1548,11.6637838778
1549,11.5537192739
1550,11.8418353582
1551,11.601942423
1552,11.8227719638
1553,11.9152827303
1554,11.7891373426
1555,12.0858455042
1556,11.4297694822
1557,11.6174321227
1558,11.7483894637
1559,11.4367413548
1560,11.6836981562
1561,11.7341860895
1562,11.8314627328
1563,11.7405029201
1564,11.968564354
1565,12.0090331634
1566,12.1291998185
1567,11.2904520357
1568,12.254639068
1569,11.8622105534
1570,11.9334299422
1571,11.7763076875
1572,11.8742682555
1573,12.2226336534
1574,11.7621982556
1575,12.2059189511
1576,12.3192943633
1577,12.1365099913
1578,11.9689643812
1579,11.9605432486
1580,12.1509489543
1581,12.0166686896
1582,11.7524967119
1583,12.5420244692
1584,12.2910280926
1585,11.9071202567
1586,10.9529610819
1587,11.6848170252
1588,11.9850574873
1589,11.5594318415
1590,11.8136343098
1591,11.5968407715
1592,11.8552409992
1593,11.6715754086
1594,11.4834976062
1595,11.7427441766
1596,12.2232865741
1597,12.0444179036
1598,12.1137628261
1599,11.9855797634
1600,11.9967564679
1601,10.5703130739
1602,11.6630890872
1603,11.0091469874
1604,12.3948244275
1605,12.2573378478
1606,12.0036001335
1607,12.0507643268
1608,12.3044815674
1609,12.0954263863
1610,12.0233611195
1611,11.9232009692
1612,12.0590278419
1613,12.0412608077
1614,11.7295968982
1615,11.2764221994
1616,11.2385228938
1617,11.4005243566
1618,11.8050889554
1619,11.89207228
1620,12.0697103407
1621,11.9371871602
1622,11.9384002431
1623,12.2452349413
1624,12.3089175835
1625,11.7755112888
1626,12.0241910776
1627,12.1302447493
1628,12.5206499992
1629,12.0414889762
1630,12.8896412288
1631,12.1469667835
1632,12.3509740015
1633,12.0145167458
1634,12.0998199148
1635,12.0697938195
1636,12.0301372438
1637,12.1116661202
1638,12.2162106381
1639,12.053600444
1640,12.2937647935
1641,12.0313259207
1642,12.3311689233
1643,12.3846498
1644,12.3942320904
1645,12.1954838571
1646,11.9683940084
1647,11.9541669664
1648,11.9083819434
1649,11.9136288462
1650,11.6289175296
1651,11.7498351925
1652,11.4047014173
1653,11.4446588968
1654,11.9030601668
1655,11.8575559734
1656,11.8997685564
1657,11.9264250184
1658,11.9331774149
1659,11.857544903
1660,11.9362753015
1661,12.6980579785
1662,12.8117892596
1663,12.8226726091
1664,13.3109919818
1665,12.6065216131
1666,12.6800644668
1667,12.8334117543
1668,12.7352058755
1669,12.5813900393
1670,12.6715631124
1671,12.5409497043
1672,13.0234096954
1673,12.6165382218
1674,12.3678619118
1675,12.2120490198
1676,12.2081495955
1677,12.2849165264
1678,13.2255029616
1679,12.8842249193
1680,12.8589109513
1681,12.4189135692
1682,12.5273375511
1683,12.1029532818
1684,12.1406615723
1685,12.142692805
1686,12.0752948586
1687,12.060665745
1688,12.2574033108
1689,12.205168787
1690,12.1793957206
1691,12.1331820456
1692,12.337894644
1693,12.0461737374
1694,12.089969801
1695,12.018844608
1696,12.5030372149
1697,12.0114927073
1698,12.7341859408
1699,12.6623575152
1700,12.4635715047
1701,12.4658710326
1702,12.4087830734
1703,12.3722677677
1704,12.4537894411
1705,12.4226702329
1706,12.8792855659
1707,12.3494434046
1708,12.2285086049
1709,12.5530213234
1710,12.3089654858
1711,12.5283510002
1712,12.4777759573
1713,12.4126138157
1714,12.265907321
1715,12.2453096929
1716,12.0607964906
1717,12.0333588813
1718,11.8351048062
1719,12.2256893842
1720,12.3057998208
1721,12.0307572745
1722,11.9102789967
1723,12.0062131573
1724,12.1211717457
1725,12.3149272954
1726,12.1923673923
1727,12.0290816839
1728,12.145700705
1729,12.0266148867
1730,11.7242641562
1731,11.7487094302
1732,11.7855363025
1733,11.7500456034
1734,11.7636857866
1735,11.8646178022
1736,11.7636138137
1737,12.5517960012
1738,12.3382865977
1739,12.4279827563
1740,12.4677621327
1741,12.2054900214
1742,12.038775892
1743,12.0467052386
1744,12.4960392366
1745,12.1672402422
1746,12.047303417
1747,12.1893654937
1748,12.2802351881
1749,12.0259435519
1750,11.821710758
1751,12.2439849993
1752,11.7912619742
1753,11.9977332202
1754,12.086030227
1755,12.0240067453
1756,11.5495082783
1757,11.7191918264
1758,11.9315949588
1759,12.0023580742
1760,11.9975337391
1761,11.8886087093
1762,12.0309479759
1763,12.0515758335
1764,11.7896605194
1765,12.0933020454
1766,12.0414591378
1767,12.1331483961
1768,11.8863600183
1769,11.9938680022
1770,11.9472019187
1771,11.8108767342
1772,11.9036760107
1773,11.8228707095
1774,11.8741627101
1775,11.8187113375
1776,11.7398704416
1777,11.5552109781
1778,11.8974959534
1779,11.7826906129
1780,11.920987649
1781,11.8347072569
1782,11.6353334575
1783,12.012593648
1784,11.7292084673
1785,11.7198711927
1786,11.7841123119
1787,11.9956995618
1788,11.1892473259
1789,11.5802036695
1790,11.5012681609
1791,12.1071533818
1792,11.9474412562
1793,11.5662537524
1794,11.8899966194
1795,11.8261417794
1796,11.8545663582
1797,11.6312247646
1798,11.7811872963
1799,11.6486365048
1800,11.8135714346
1801,11.788911684
1802,11.7028143471
1803,11.9664554044
1804,11.9483438332
1805,11.8649089735
1806,11.6538264106
1807,11.7614370308
1808,11.7709222683
