Id,SalePrice
1461,11.7571947892
1462,12.0436223372
1463,12.1229664053
1464,12.1868231508
1465,12.1424452118
1466,12.0269968806
1467,12.1067687692
1468,12.0052557883
1469,12.0277513319
1470,11.6249788725
1471,12.1162924481
1472,11.4545755255
1473,11.4783781638
1474,11.860549833
1475,11.7620274418
1476,12.9246439841
1477,12.4010846281
1478,12.4083414958
1479,12.4278093307
1480,12.9998873623
1481,12.7588921603
1482,12.2175797871
1483,12.1297398908
1484,11.9994167065
1485,12.0906762572
1486,12.2125953827
1487,12.7204405373
1488,12.3258826323
1489,12.1630115942
1490,12.4278309817
1491,12.1501696958
1492,11.5206869167
1493,12.023567582
1494,12.5694892058
1495,12.5304127605
1496,12.4289228749
1497,12.0817806704
1498,11.9644715056
1499,11.9528029117
1500,11.9598556574
1501,12.0513268013
1502,11.9326737635
1503,11.8236362129
1504,12.3479936712
1505,12.3560580309
1506,12.1244046277
1507,12.485766293
1508,12.3176487535
1509,12.0038733113
1510,11.8784256979
1511,11.9505267426
1512,12.051121203
1513,11.8373340692
1514,11.9133010695
1515,12.0818490284
1516,11.9850238536
1517,12.0062611931
1518,11.7629856354
1519,12.2312574135
1520,11.772868375
1521,11.7898995163
1522,12.093566277
1523,11.6883066502
1524,11.7283788028
1525,11.7633759868
1526,11.6470856
1527,11.4194655802
1528,11.6995526575
1529,11.9049958241
1530,11.9671023418
1531,11.6594934084
1532,11.5462939703
1533,11.8784831447
1534,11.7217799873
1535,11.8979269245
1536,11.6524094384
1537,11.2854018122
1538,12.083674244
1539,12.1129187125
1540,11.4727201432
1541,11.8863282021
1542,11.8679864645
1543,12.2796525291
1544,11.4157606002
1545,11.5956079806
1546,11.8117573995
1547,11.7874109316
1548,11.6946268685
1549,11.5526481714
1550,11.7202617654
1551,11.5668145253
1552,11.7887604225
1553,11.8166530494
1554,11.7456671421
1555,12.1392900659
1556,11.6319063801
1557,11.6200828159
1558,11.6664700996
1559,11.6841635476
1560,11.7422397002
1561,11.7621298868
1562,11.7746120731
1563,11.6411499193
1564,11.9574832336
1565,11.9404336532
1566,12.3910221883
1567,11.2876943803
1568,12.3804221821
1569,11.7786581478
1570,11.8111633055
1571,11.6961299673
1572,11.8224693606
1573,12.3299948085
1574,11.5015031593
1575,12.2716986209
1576,12.3580921292
1577,12.1034326548
1578,11.9620718681
1579,11.9506096287
1580,12.1622120007
1581,12.035862834
1582,11.6888215305
1583,12.61867919
1584,12.3268625133
1585,11.8960258709
1586,11.5436820337
1587,11.4934895685
1588,11.939157113
1589,11.6335169977
1590,11.7946200629
1591,11.5208543362
1592,11.7159023402
1593,11.6421563747
1594,11.6893079015
1595,11.6293391727
1596,12.5085120289
1597,12.1123579724
1598,12.2370343714
1599,11.9612721853
1600,11.94092041
1601,11.1509171122
1602,11.62447899
1603,11.2103239881
1604,12.3358750393
1605,12.3203820584
1606,12.0097251564
1607,12.1053941768
1608,12.2574505717
1609,12.0783521779
1610,11.9374248631
1611,11.8509245043
1612,12.0484555659
1613,12.0182963011
1614,11.6935117761
1615,11.5652217635
1616,11.5443630364
1617,11.4241042681
1618,11.7790737567
1619,11.8437990234
1620,11.854944396
1621,11.8755201711
1622,11.8174666219
1623,12.4029923481
1624,12.1949722211
1625,11.7149331853
1626,11.9707283832
1627,12.1514040977
1628,12.5295330068
1629,12.0314287619
1630,12.6984599196
1631,12.2789008602
1632,12.413473527
1633,11.9728648608
1634,12.1210351683
1635,12.0237883928
1636,11.9371203657
1637,12.1074960022
1638,12.1534375428
1639,12.134162606
1640,12.4149170476
1641,12.1031204342
1642,12.3244999879
1643,12.2501706389
1644,12.35017182
1645,12.124075545
1646,11.9423224165
1647,11.9086205772
1648,11.7473547235
1649,11.8547191477
1650,11.5855909429
1651,11.6609136672
1652,11.45807009
1653,11.5389710644
1654,11.8207108766
1655,11.8792935997
1656,11.8140464539
1657,11.8232431569
1658,11.8205064181
1659,11.7170563448
1660,11.9677104553
1661,12.6863307811
1662,12.786825521
1663,12.9080504853
1664,12.6335392576
1665,12.6688234083
1666,12.7061843179
1667,12.745458666
1668,12.7870431021
1669,12.5610143929
1670,12.8258242087
1671,12.6166104294
1672,12.923019379
1673,12.6871192476
1674,12.4383432692
1675,12.206663206
1676,12.2080110304
1677,12.3004855385
1678,13.004838025
1679,12.8400134345
1680,12.7531090373
1681,12.3792048957
1682,12.6044913477
1683,12.1086222123
1684,12.1545309344
1685,12.0537325566
1686,12.0539334679
1687,12.0546023284
1688,12.2272709975
1689,12.1721068099
1690,12.1648664933
1691,12.0574001496
1692,12.4514509593
1693,12.0391774546
1694,12.0636028932
1695,12.0109981629
1696,12.253599529
1697,12.0241675188
1698,12.6607513223
1699,12.7192697237
1700,12.5006323405
1701,12.5026652384
1702,12.2929623181
1703,12.3241799264
1704,12.5039353957
1705,12.3942136735
1706,12.6858202658
1707,12.3383826294
1708,12.2249649885
1709,12.4427777673
1710,12.2804180698
1711,12.4362356538
1712,12.3794701638
1713,12.4818461189
1714,12.3919987675
1715,12.2261867007
1716,12.1568075454
1717,12.0605246684
1718,11.7792732813
1719,12.2196379622
1720,12.3900292307
1721,12.0523893731
1722,11.8225808668
1723,11.99835759
1724,12.1434335533
1725,12.2907017606
1726,12.2482561789
1727,11.984907532
1728,12.0806104409
1729,11.9807666136
1730,11.6906087699
1731,11.66258724
1732,11.7510972871
1733,11.6473207137
1734,11.6569333243
1735,11.7481738684
1736,11.7478149847
1737,12.2784851264
1738,12.4158310517
1739,12.0308980914
1740,12.3480956071
1741,12.2487922038
1742,12.0407943523
1743,12.0634081386
1744,12.6127995886
1745,12.3495412246
1746,12.1483808123
1747,12.2072949295
1748,12.2808580459
1749,11.9644029025
1750,11.782597208
1751,12.3943491425
1752,11.7329541429
1753,11.8973999402
1754,12.1049468932
1755,12.0539144125
1756,11.6288631174
1757,11.7049615442
1758,11.8184781419
1759,11.935308184
1760,12.0230270067
1761,11.9202072487
1762,12.061688519
1763,11.9960141994
1764,11.6467304235
1765,12.1950852404
1766,12.1370170992
1767,12.3006400904
1768,11.8369369573
1769,12.1021136227
1770,11.8719630431
1771,11.7092848571
1772,11.866413915
1773,11.7038495438
1774,11.8155179397
1775,11.7999130596
1776,11.7263913721
1777,11.5375830795
1778,11.8256960677
1779,11.6714177699
1780,11.9798120912
1781,11.7861025013
1782,11.3315749607
1783,11.8318695127
1784,11.5902550571
1785,11.5745401101
1786,11.7195033445
1787,11.9895532114
1788,11.2662328254
1789,11.4213294271
1790,11.3311271977
1791,12.0523941402
1792,12.0259730698
1793,11.6975081898
1794,11.8205719224
1795,11.8961674711
1796,11.7732626786
1797,11.6542852899
1798,11.7059485288
1799,11.6388773483
1800,11.7308672632
1801,11.7966118246
1802,11.5902395443
1803,11.9000213709
1804,11.8774031112
1805,11.873648563
1806,11.6723483492
1807,11.7263352096
1808,11.724514292
1809,11.6566687952
1810,11.8711899258
1811,11.8094880102
1812,11.411193153
1813,11.7213203159
1814,11.4469555108
1815,11.505274479
1816,11.5230135325
1817,11.6274284532
1818,12.0116831853
1819,11.7914288578
1820,11.2455480596
1821,11.5881569759
1822,11.9852629277
1823,10.9397614825
1824,11.7686709788
1825,11.7851111026
1826,11.5680929715
1827,11.4833874197
1828,11.7450262029
1829,11.5130692308
1830,11.8036817197
1831,11.828008096
1832,11.8261820289
1833,11.8089250288
1834,11.8482412402
1835,11.7789680405
1836,11.7752044629
1837,11.4415819752
1838,11.7524757104
1839,11.5360209161
1840,11.9950898394
1841,11.7546349231
1842,11.3650472422
1843,11.7784829233
1844,11.8504108477
1845,11.9012726099
1846,11.9161223414
1847,12.0182538548
1848,11.2234295244
1849,11.6165369291
1850,11.5861217069
1851,11.9708614228
1852,11.8065355478
1853,11.7904287016
1854,12.0716586338
1855,11.906355694
1856,12.3702376172
1857,11.8048792012
1858,11.7737786437
1859,11.6210336258
1860,11.8369979382
1861,11.6189680653
1862,12.2898054098
1863,12.2076289804
1864,12.2078531588
1865,12.7719554568
1866,12.7928192511
1867,12.3416756079
1868,12.6497999829
1869,12.2348853034
1870,12.2908822906
1871,12.4150196267
1872,12.0705760398
1873,12.448115221
1874,11.9654351508
1875,12.2244951587
1876,12.1568499219
1877,12.3135333165
1878,12.1699988078
1879,11.7828075363
1880,11.7811789838
1881,12.4946345266
1882,12.4516778836
1883,12.165080419
1884,12.2579008478
1885,12.3719533091
1886,12.6114673252
1887,12.3018187987
1888,12.4715275435
1889,12.0691641708
1890,11.7122583778
1891,11.754991333
1892,11.4592142902
1893,11.770391606
1894,11.8129385548
1895,11.8102877493
1896,11.7776278274
1897,11.7178852157
1898,11.697706709
1899,11.9375350114
1900,11.9203089746
1901,11.951374428
1902,11.8756653536
1903,12.1519124417
1904,11.8255850857
1905,12.2812193152
1906,11.7053607719
1907,12.2783271983
1908,11.5964243261
1909,11.7358933012
1910,11.6729416304
1911,12.1973016973
1912,12.4475636635
1913,11.9266526006
1914,11.1242588377
1915,12.6930289824
1916,11.5978603582
1917,12.3504156551
1918,11.8459641302
1919,12.0045631866
1920,12.0365508629
1921,12.8428770883
1922,12.6855687372
1923,12.3638120746
1924,12.1692778038
1925,12.2973261356
1926,12.9578626667
1927,11.8938663297
1928,11.9453189064
1929,11.7375132869
1930,11.8113777172
1931,11.8713389053
1932,11.8586116171
1933,12.114520312
1934,12.1099015796
1935,12.0153660076
1936,12.1422151972
1937,12.1362589691
1938,12.0659459772
1939,12.2080757115
1940,12.1362704521
1941,12.0356166276
1942,12.1331019553
1943,12.1669805101
1944,12.8752752578
1945,12.8261166297
1946,11.8644231823
1947,12.4128496574
1948,12.1032510885
1949,12.3773299906
1950,12.1039408908
1951,12.3690280706
1952,12.3705819432
1953,12.0177625719
1954,12.0970535317
1955,11.8974128064
1956,12.4676982617
1957,11.9326990602
1958,12.6163928643
1959,11.8620222855
1960,11.6940849428
1961,11.686936524
1962,11.43906099
1963,11.516050118
1964,11.5387673039
1965,11.893661917
1966,11.8543423219
1967,12.6751481163
1968,12.9164960128
1969,12.914535731
1970,12.9205952277
1971,12.5960601285
1972,12.8102870315
1973,12.4708095443
1974,12.6736130017
1975,13.1367127275
1976,12.500806216
1977,12.7902261652
1978,12.7693442343
1979,12.6715291686
1980,12.2502533284
1981,12.7080610578
1982,12.3110720552
1983,12.1695807586
1984,11.9701952759
1985,12.2842559246
1986,12.2303761487
1987,12.1144536144
1988,12.0885131282
1989,12.2073473133
1990,12.2992365438
1991,12.3748028912
1992,12.1973291552
1993,12.0854566962
1994,12.3846268678
1995,12.1389698546
1996,12.4464111866
