Id,SalePrice
1461,139030.2882
1462,163505.103234
1463,181876.356118
1464,195262.815603
1465,186286.275547
1466,165480.769457
1467,170526.393014
1468,166701.421824
1469,185186.684713
1470,120781.139115
1471,200147.620029
1472,95936.1145777
1473,98106.8570968
1474,155294.447562
1475,127019.537344
1476,383247.752046
1477,247424.810246
1478,282419.951667
1479,282944.291708
1480,437386.003474
1481,314765.60516
1482,206113.380097
1483,180288.486513
1484,165212.749691
1485,180562.381098
1486,192220.016865
1487,346526.082236
1488,234217.414579
1489,201536.229376
1490,215404.088392
1491,187949.636629
1492,102553.467641
1493,181381.590992
1494,289266.313338
1495,293947.6477
1496,227410.653306
1497,191532.297531
1498,161366.64526
1499,165015.53275
1500,147750.980761
1501,166445.808932
1502,145947.423105
1503,284584.756491
1504,232055.034802
1505,226205.32493
1506,185850.226183
1507,230341.240478
1508,192613.832389
1509,159864.266872
1510,142957.388007
1511,142304.24688
1512,176482.349564
1513,149631.708758
1514,179826.70235
1515,175121.658754
1516,157815.506833
1517,162974.125374
1518,127504.018232
1519,218348.816682
1520,133616.423221
1521,140827.171762
1522,165238.932922
1523,110492.959496
1524,125131.632299
1525,131873.54173
1526,116981.446706
1527,97729.5220166
1528,136359.124185
1529,142162.995511
1530,172451.079536
1531,95713.4383483
1532,85663.1044912
1533,158103.986155
1534,118560.176542
1535,153008.061051
1536,119472.82455
1537,80808.5481183
1538,148465.806387
1539,191907.144089
1540,91745.1010553
1541,154181.458083
1542,147969.235095
1543,212952.650328
1544,84130.7924505
1545,95952.0624526
1546,125435.482585
1547,131698.961521
1548,133374.10298
1549,109049.123891
1550,124463.724702
1551,112678.795938
1552,132546.520933
1553,140616.463526
1554,119182.38436
1555,167058.586097
1556,97047.3379709
1557,118034.891352
1558,93659.0521474
1559,91267.9711464
1560,118145.731676
1561,123542.758311
1562,135646.129814
1563,119013.101805
1564,159538.399776
1565,144393.091858
1566,217994.936313
1567,72221.8771974
1568,220524.499769
1569,150020.348575
1570,142654.610694
1571,120625.375643
1572,150282.541986
1573,250514.797177
1574,122812.302661
1575,226214.985345
1576,221900.684671
1577,190226.390786
1578,151473.496604
1579,142799.807024
1580,191759.517542
1581,148192.186624
1582,131223.742603
1583,335840.502696
1584,237712.276411
1585,144089.144765
1586,76134.6393125
1587,100989.698275
1588,149995.535195
1589,94819.4727216
1590,140804.213131
1591,92706.4117385
1592,119723.502324
1593,123800.558283
1594,139374.025211
1595,122768.121848
1596,242367.770205
1597,181691.068381
1598,195094.728454
1599,161321.672553
1600,160779.995752
1601,58476.6539189
1602,117532.680689
1603,85688.9215316
1604,250147.799112
1605,253779.243634
1606,168379.638494
1607,168403.037179
1608,202120.306055
1609,184751.593404
1610,149345.7911
1611,140495.658203
1612,174418.132221
1613,161547.292822
1614,122609.669715
1615,88657.223999
1616,78964.1130683
1617,90999.1249669
1618,124093.651516
1619,145423.947678
1620,151327.148834
1621,145106.877739
1622,144717.988721
1623,260595.178821
1624,209996.173589
1625,132019.467425
1626,170990.586674
1627,187438.527847
1628,275633.073998
1629,171645.441417
1630,354656.954013
1631,206965.715198
1632,245832.729743
1633,176970.394462
